Row_Number,post_Description,TOXICITY,SEVERE_TOXICITY,INSULT,PROFANITY,THREAT,IDENTITY_ATTACK
475,"Auprès de Valeurs actuelles, la femme politique rend un hommage intense à Henri, le héros du lac d’Annecy. L’ancienne candidate à l’élection présidentielle appelle à ce que chacun prenne la mesure de son geste héroïque.",4.908618e-05,1.8626451e-07,0.0047792345,0.0074815205,0.0051914547,3.9382485e-06
541,"Join us today at 5pm(WAT) as we discuss the fraudulent launch of 'Nigeria Air': the last deceit by Buhari's regime.

🎙️https://twitter.com/i/spaces/1lPJqBVnMlmxb 
#NigeriaAir",0.17718399,0.0076293945,0.097093195,0.041160982,0.011974656,0.09245483
575,"La présidente de l'Assemblée nationale a affirmé sur BFMTV-RMC ce mercredi que les amendements permettant de réintroduire l'âge légal dans le projet d'abrogation de la réforme des retraites seraient ""déclarés irrecevables"".",0.0006911334,2.220273e-05,0.0053183627,0.0077038226,0.0051968656,7.630808e-05
596,"D’après le bilan mensuel du ministère de l’Éducation nationale, le nombre de signalements d'atteintes à la laïcité a augmenté de près de 25% au mois d’avril, comparativement à mars.",0.00013547785,3.3527613e-06,0.0047911094,0.0074793855,0.0051913536,1.3296105e-05
756,"The official website of Commander, Navy Region Southeast",0.012754552,0.0010728836,0.007303875,0.01309778,0.007935578,0.0036627878
769,"🇫🇷 Plus Elisabeth Borne multiplie les insultes et les diffamations contre les patriotes, plus le RN monte : Marine Le Pen atteint le record historique de 36% de popularité selon Odoxa !

Aidez-la à bâtir l’alternance : rejoignez-nous 👉🏻 https://www.adhesions-rn.fr",0.20335422,0.005607605,0.25800487,0.0137468055,0.0058318907,0.009471451
815,"Join us today at 5pm(WAT) as we discuss the removal of fuel subsidy by Nigeria’s government.
#fuelsubsidy #Fuelscarcity #FuelTheFire",0.027677942,0.0019550323,0.010780896,0.014395831,0.009696201,0.010951365
823,"RÉCIT - À la demande du gouvernement, les préfets doivent mettre en place des «sas d’accueil temporaires» dans les régions. Sur le terrain, les élus s’inquiètent et se mobilisent.",0.009550206,0.0003170967,0.012186904,0.007971759,0.0052962597,0.0007492066
840,"Selon les résultats d'une enquête de l'Ifop pour MonPetitForfait, les sacrifices en matière de consommation n'ont jamais été aussi importants.",0.0019948622,3.7550926e-05,0.0062208683,0.007697418,0.00519459,9.480701e-05
895,Bétharram: Journal 2022,0.008293601,0.0010538101,0.007797878,0.013576009,0.0070164283,0.0027933381
1040,"Élisabeth Borne ne met ""pas de signe égal"" entre le RN et LFI. Elle assure cependant que si l'idéologie de l'extrême droite est ""fondamentalement dangereuse"", le ""comportement"" de LFI ""fait aussi le jeu de l'extrême droite"".",0.04290464,0.0009727478,0.035333443,0.009118228,0.0054629366,0.00414376
1218,"🔴 Sondage Viavoice : les Français jugent que Marine Le Pen est la deuxième personnalité politique la plus compétente !

Le sérieux des propositions et le travail de fond de notre groupe à l’Assemblée nationale, ça paye : rejoignez-nous 👉🏻 https://www.adhesions-rn.fr",0.022256956,0.0006866455,0.02122384,0.00952814,0.005327815,0.0015169121
1363,"En déplacement aux Etats-Unis, le ministre de l’Intérieur Gérald Darmanin a tenu à rappeler, dans un entretien à l'AFP, que «pour les Européens et pour la France, le risque premier est le terrorisme islamiste sunnite». Gérald Darmanin était en déplacement officiel aux Etats-Unis, dans l...",0.05255287,0.0064468384,0.043250903,0.013405213,0.0061425893,0.025203101
1392,"The FBI had at least four criminal investigations into Hillary and Bill Clinton by 2016, a new Justice Department report reveals - and Republicans want to reopen those probes.",0.022728346,0.00067710876,0.012376905,0.010211324,0.0070034824,0.0048837173
1523,"🇫🇷 Rejoignez le premier parti de France et le premier espoir des Français en colère contre la politique d’Emmanuel Macron : le Rassemblement National !

C’est maintenant et avec nous que se construit l’alternance 👉🏻 https://www.adhesions-rn.fr",0.034041706,0.0009918213,0.030154925,0.008785176,0.0055422294,0.0020626306
1543,"Rep. Matt Gaetz, R-Fla., said following the revelations from Special Counsel John Durham's report that the FBI lacked ""actual evidence"" to investigate former President Donald Trump over Russia collusion ties, pointed out the bias in the domestic intelligence agency.",0.016587202,0.00066280365,0.010400894,0.010484599,0.0068416605,0.0039957687
1573,"🔴 Emmanuel Macron a échoué parce qu’il n’a pas de cap et n’écoute pas le peuple français.

Là où il a failli, nous réussirons le redressement du pays : ça commence maintenant, en nous rejoignant 👉🏻 https://www.adhesions-rn.fr",0.16591948,0.004234314,0.18107465,0.014532468,0.0057703983,0.008250522
1718,"Une fusillade a éclaté ce jeudi, vers 18heures, tout près de la mairie de Courriè...",0.021432023,0.0030326843,0.0142009165,0.009246326,0.009023022,0.001933138
1767,"L'édile était visé par des menaces, notamment sur les réseaux sociaux, en raison du déménagement d'un Centre d'accueil de demandeurs d'asile (Cada) près d'une école de la commune.",8.958227e-06,1.0058284e-06,0.004711695,0.007462306,0.0051929974,4.6969936e-07
1771,"Post your questions to Renaud Camus on Twitter from now and during todays press conferance. #AskCamus 

We are live from 6 p.m CEST, UMT/GMT + 2 hours",0.0065971822,0.00056266785,0.0065533705,0.00998929,0.006440342,0.0018498929
1795,"De la prétendue ""loi immigration""

Communiqué du CNRE n° 233
mercredi 10 mai 2023
 
Voici que le gouvernement remplaciste, c'est-à-dire le pouvoir négationniste-génocidaire, celui-là même qui, à travers l'un ou l'autre de ses bras armés, vient de faire disparaître, et pour cause, le site du Conseil National de la Résistance, reparle, après moult tergiversations, d'une nième loi sur l'immigration. 

Il s'agirait même de la faire voter avant l'été, ce qui montre assez l'invraisemblable légèreté avec laquelle président et ministres traitent ce sujet, le plus important et de loin de tous ceux qui intéressent le présent et le futur de la nation. Le seul fait de le désigner sous le nom d'""immigration"", comme aux XIXe et XXe siècles, est la preuve qu'on n'y comprend rien, ou qu'on est bien décidé à en dissimuler la formidable gravité au peuple (en quoi l'on continue à se montrer négationniste, et pas seulement génocidaire). En effet il ne s'agit plus depuis longtemps d'immigration, mais de submersion migratoire, de colonisation, d'islamisation, de changement de peuple et de civilisation, de génocide par substitution ; et le seul point à débattre, dans un pays qui saurait ce qu'il est, serait bien sûr la remigration, c'est-à-dire la libération du territoire, la décolonisation, le retour chez lui de l'occupant imposé.",0.165053,0.011672974,0.123407245,0.043916557,0.009981008,0.051580742
1800,"Florence Bergeaud-Backler, anthropologue et chercheuse au CNRS, a vu l'université de la Sorbonne reporter sa conférence sur son enquête consacrée aux Frères musulmans, sans plus d'explications. Elle dénonce ce mercredi sur RMC la passivité de l'université.",0.0022461836,0.00015079975,0.0070568733,0.007926925,0.005242454,0.0006150894
1879,"STARTS TONIGHT: Watch “Chris Plante THE RIGHT SQUAD” with Rep. Matt Gaetz, Jenn Pellegrino, Mercedes Schlapp, and Jason Nichols. Tune in 9 PM ET on NEWSMAX!  

More: http://newsmaxtv.com/plante

#TheRightSquad",0.008607753,0.0007867813,0.0072848746,0.0103992,0.0067316215,0.001951637
1895,"Cet après-midi, après les cérémonies du 8 mai, j’étais avec Marine Le Pen, Députée du Pas-de-Calais, accompagnés des élus de la municipalité, pour partager le traditionnel repas fraternel, qui s’est déroulé au sein de la salle Darcy. 

Très heureux d’avoir partagé avec vous ce beau repas dansant !",0.00823077,0.000436306,0.010780896,0.008400884,0.0052865506,0.00077233027
2129,"Walton County Sheriff's Office is confirming reports that our agency responded to an incident at an event in Miramar Beach Saturday involving Representative Matt Gaetz.

A 41-year-old Tallahassee woman, Selena Chambers, was arrested after it was found by responding deputies that she intentionally threw a glass of wine at Representative Gaetz after shouting obscenities at him.

She was charged with battery on an elected official and issued a $1,000 bond. She was released the following day.

""We cannot allow an environment where you can throw things at elected officials because you don't like them,"" said Sheriff Adkinson. ""No matter your political affiliation, this is not the way to conduct yourself and will not be tolerated in Walton County.""",0.11140333,0.0031852722,0.047935467,0.02119352,0.013424582,0.011543332
2130,"🚨🚨 41-year-old Selena Chambers is charged with battery for allegedly throwing a glass of wine at Rep. Matt Gaetz during an event Saturday in Miramar Beach.

Sheriff: ""We cannot allow an environment where you can throw things at elected officials because you don't like them.""

More details: weartv.com/news/local/woman-charged-with-throwing-glass-of-wine-at-rep-matt-gaetz-during-event",0.03309893,0.0013446808,0.014504919,0.010894509,0.009411395,0.002552852
2131,The Bipartisan Restoring Faith in Government Act is sponsored by both Democrats and Republicans.,0.009173225,0.00054836273,0.0072658747,0.010296722,0.006317357,0.003644289
2180,"PENSACOLA, Fla. -- The Navy Secretary is committed to taking action to allow public access to the naval aviation museum on n-a-s pensacola -- including access t",0.009550206,0.0007867813,0.007028373,0.011680172,0.006977591,0.0030338243
2181,"The Biden Administration repeatedly claims the border is 'secure.'

Former Trump Acting DNI Ric Grenell will join The Kimberly Guilfoyle Show to expose the border crisis and all the rest of the Biden scandals.

Tune in at 4:00 ET ➡️
https://rumble.com/v2lh1uo-biden-scandals-go-from-bad-to-worse-live-with-rice-grenell-john-solomon-and.html",0.025792383,0.0008535385,0.016024929,0.010552917,0.0064532873,0.0034038029
2182,"Congressman Matt Gaetz will host the annual 2023 Service Academy Night on Monday, May 1, at 6:30p.m. CT, at Pace High School. Rep. Gaetz, along with re ...",0.010555492,0.0007867813,0.0075888764,0.012277958,0.007353018,0.0028673338
2207,"En direct - Fête de la Nation - 1er mai du RN

Retrouvez le discours de Marine Le Pen et Jordan Bardella en direct de la Fête de la Nation.",0.015267765,0.0006532669,0.017227544,0.009382962,0.005297069,0.0010220658
2224,"""How many guns has the ATF lost?!"" Biden's ATF Director sits STUNNED when CONFRONTED by Matt Gaetz",0.11088664,0.0033569336,0.030485468,0.016342908,0.03787563,0.00362579
2225,"It’s time to bring our troops home. Today, the House of Representatives will vote on my War Powers Resolution to remove U.S. troops from Somalia.

The future of Somalia must be determined by its people, not the United States.

We should not be engaged in nation-building in Somalia, the Middle East, or elsewhere.",0.07845957,0.0028038025,0.01640493,0.010518758,0.018537397,0.050671257
2262,"L'agence de notation financière internationale a abaissé la note de la France à ""AA-"", s'attendant ""à ce que la dette publique/PIB reste sur une tendance à la hausse modeste"". Elle a aussi invoqué les ""mouvements sociaux"" récents.",0.0103670005,0.00034570694,0.012490907,0.008622919,0.005242252,0.00074458186
2477,"ESCAMBIA COUNTY, Fla. -- The escambia high school robotics team brought home the top national honor from a weekend competition.13 seniors from the school's engi",0.0051835002,0.0005841255,0.006173368,0.010177165,0.0066086366,0.0021551251
2478,Rep. Matt Gaetz (R-FL) proposed legislation Monday to preserve payments to service members if a government shutdown takes place.,0.0072569004,0.00048398972,0.00653437,0.00995513,0.0066345283,0.001692652
2493,"""Air Peace is willing to evacuate Nigerians stranded in Sudan free of charge if the government can get them to a safe and secure airport in any of the neighbouring countries bordering Sudan,"" he disclosed.",0.02249265,0.0014591217,0.009982891,0.014225035,0.0097738765,0.02128403
2503,"Moins de dix jours après avoir été tenue pour responsable de manquements dans le respect des droits des personnes handicapées par le Conseil de l'Europe, la France organise la Conférence nationale du handicap (CNH), menacée de boycott par les associations.",5.4240227e-05,3.7252903e-08,0.0047922973,0.0074793855,0.005191657,7.442928e-06
2505,"Le gouvernement s’apprête à déclencher une série d’interventions policières contre la délinquance et l’immigration illégale à Mayotte, en procédant à des expulsions massives d’étrangers en situation irrégulière et à des destructions de bidonvilles.",0.0039897244,0.00032663345,0.009944891,0.00813615,0.005265514,0.0011839314
2595,"Alors que Paris prévoit d’expulser dans les prochains jours des personnes en situation irrégulière à Mayotte, les Comores «n’entendent pas les accueillir», a déclaré à l’AFP le porte-parole du gouvernement de Moroni ce vendredi 21 avril.",0.0005458383,2.2351742e-05,0.0052209874,0.007743319,0.0051955003,9.53851e-05
2691,"It is not everyday Citizen Air Commandos get the opportunity to meet their congressman and highlight the unique skills and training they bring to the joint fighting force. Last week, Rep. Matt Gaetz,",0.01834645,0.0006723404,0.011046898,0.010433359,0.0069387536,0.0030153254
2694,"In the coming days, the House will consider a privileged resolution under the War Powers Act to remove all U.S forces from Somalia, introduced by Rep. Matt Gaetz (R-Fla.). There are approximately 5…",0.033806015,0.0016307831,0.010742896,0.011526455,0.01238892,0.012541492
2777,"WATCH: In today’s House Judiciary Committee field hearing on “Victims of Violent Crime in Manhattan,” I called out Soros-funded DAs like Alvin Bragg for fail...",0.11357342,0.0022697449,0.06285016,0.014190876,0.009281937,0.011839314
3124,"Dans son courrier, le ministre de l'Économie demandent aux industriels et aux supermarchés de répercuter la baisse à venir du prix des matières premières sur les étiquettes.",2.3315935e-05,8.1956387e-07,0.004726539,0.00746771,0.0051927445,2.1678431e-07
3248,"🇫🇷🇫🇷🇫🇷 Il se passe quelque chose en France : rejoignez-nous 👉🏻 https://www.adhesions-rn.fr

📣 Avec jusqu’à 36% d’intentions de vote pour la #Présidentielle2027 selon un sondage IFOP, Marine Le Pen rassemble un nombre inédit de Français !

N’attendez pas: rejoignez dès maintenant la principale force d’alternance et faites l’Histoire avec nous! 👉🏻 https://www.adhesions-rn.fr",0.015393426,0.001168251,0.0151129225,0.010228404,0.0054742643,0.0018776412
3279,"🎙️ « Madame le premier ministre, quand allez-vous entendre la souffrance des Français ? »
🚨 +22% de Français aux Les Restos du Coeur, records des prix du lait, des pâtes ou du riz, refus de taxer les super-profits… la brutalité de votre casse sociale est sans limite !
Retrouvez mon intervention à l’Assemblée nationale ⤵️",0.23667802,0.008087158,0.26957804,0.019212283,0.005731561,0.012943448
3280,Rep. Kevin McCarthy was elected as speaker of the U.S. House of Representatives after a historic fifteen rounds of voting over four days in January. His jour...,0.009738698,0.0005364418,0.007778878,0.01127026,0.0062785195,0.0017758971
3290,Rep. Matt Gaetz (R-FL) on Monday sent letters to former FBI agent Timothy Thibault's girlfriend and Twitter demanding they preserve documents.,0.010681152,0.0006580353,0.0077028773,0.010911589,0.0071847234,0.0024603575
3300,Three time National Champion!!!,0.007979449,0.0005578995,0.0071043735,0.010211324,0.0061231707,0.0020533812
3454,"U.S. Rep. Matt Gaetz, R-Fla., called Manhattan DA Alvin Bragg's pursuit of former President Trump ""clearly political"" and ""frivolous"" on ""The Ingraham Angle"" hours after the indictment.",0.07212844,0.001168251,0.034451995,0.012243799,0.0071070488,0.0038477771
3483,"🔵 Alors que la cote de popularité du chef de l’Etat s’effondre, celle de Marine Le Pen atteint des records !

Retrait de la réforme, préservation du pouvoir d’achat, maîtrise de l’immigration : là où Macron a échoué, nous agirons 👉🏻 https://www.adhesions-rn.fr",0.0665887,0.0021076202,0.0623257,0.010433359,0.0054240995,0.004384246
3493,"The felony indictment was filed under seal by the Manhattan district attorney’s office, and is set to be announced in the coming days.",0.013948329,0.0006198883,0.008405882,0.010347961,0.007327127,0.0023678627
3502,"Entre février et mars, le taux d'inflation est passé de 6% à 3,3% en Espagne grâce à la baisse des prix de l'énergie. Mais l'inflation des autres produits reste élevé à 7,5%.",0.001335144,9.894371e-05,0.005503614,0.007901305,0.005210292,0.00015261616
3519,Dave Rubin of “The Rubin Report” talks to Congressman Matt Gaetz about Washington D.C. corruption; how corporate lobbyists write most legislation; the real r...,0.043399423,0.0010967255,0.022512967,0.014395831,0.006479179,0.0045507364
3546,"Cette proposition de résolution du groupe Gauche démocratique et républicaine, critiquée par des députés LR et Horizons, doit être proposée la semaine prochaine et discutée le 4 mai à l'Assemblée nationale.",0.00014725853,3.7252903e-08,0.0048124846,0.007483789,0.005191126,5.817046e-06
3578,"D’après une circulaire ministérielle dont « Le Monde » a eu connaissance, les migrants seront incités à partir en province, grâce à un dispositif garantissant un hébergement et un meilleur accès au droit. L’objectif est d’éviter les retours à Paris, où nombre d’entre eux vivent ...",0.027206551,0.0020217896,0.023093075,0.008443584,0.00541439,0.009693438
3586,"🔴 Marine Le Pen atteint un nouveau record de popularité dans le cœur des Français !

Face au président du mépris, nous sommes plus que jamais alternance et la possibilité d’un vrai changement : rejoignez-nous ! 👉🏻 https://www.adhesions-rn.fr",0.16098402,0.0024032593,0.17734702,0.01354185,0.005496919,0.003884775
3644,Rep. Matt Gaetz is pushing the House of Representatives to vote on a war powers resolution that would remove United States armed forces from Somalia.,0.03875561,0.0018882751,0.011236899,0.013302735,0.013476364,0.014852738
3711,La manifestation interdite contre une retenue d'eau dans les Deux-Sèvres a rassemblé samedi 30.000 personnes selon ses organisateurs et 6000 personnes selon la préfecture.,0.00013547785,3.3155084e-06,0.0048089223,0.007492062,0.005191126,1.1489569e-05
3753,"Le gouvernement portugais va également augmenter les aides sociales aux familles les plus modestes à hauteur de 30 euros par mois, une mesure assortie d'une aide de 15 euros par enfant.",0.00037698186,1.1399388e-05,0.005011986,0.0075258208,0.005191126,2.9771712e-05
3754,INFO BFMTV - Un gendarme du Groupe d'intervention de la Gendarmerie nationale a perdu la vie lors d'une opération de lutte contre le trafic d'or extrait illégalement. Il a été tué par balle.,0.032156147,0.004119873,0.020192537,0.012551232,0.010265815,0.0029598286
3792,"Face à l’inflation alimentaire, les Restos du cœur accueillent de plus en plus de monde. Sur les trois premiers mois de la campagne d’hiver, la fréquentation a bondi de 22 % par rapport à 2022.",0.0024346744,0.00014066696,0.00649637,0.007794558,0.005200886,0.00027632774
3824,"Earlier today, a U.S. contractor was killed and five U.S. service members and one additional U.S. contractor were wounded after a one-way unmanned aerial vehicle struck a maintenance facility on a",0.15324512,0.0066375732,0.020450363,0.03189224,0.16067244,0.018068384
3864,"REPORTAGE. Il n’était pas question des retraites ce mercredi, jour de manifestation, mais de l’avenir d’un secteur soumis à de plus en plus de restrictions.",0.0071626552,0.00023961067,0.010400894,0.007982434,0.0052493317,0.0005387813
3934,"Rep. Matt Gaetz of Florida has introduced a bill that would limit spending on the FBI's new field office. The move comes as Gaetz continues to be a vocal critic of what he calls the bureau's ""nefarious behavior,"" Mediaite reported.",0.06579731,0.0008916855,0.033460364,0.012585391,0.0063367756,0.0028118372
3946,Lancement du nouveau campus de formation du RN : le campus Héméra par Jordan Bardella en coopération avec le sondeur et analyste politique Jérôme Sainte-Marie.,0.0030001472,0.000103116035,0.0074558756,0.007879956,0.005203212,0.00029829523
3961,"Ce matin, nos députés étaient en réunion autour de Marine Le Pen et Jordan Bardella afin de revenir sur la journée d'hier. Plus que jamais nous devons préparer l'alternance à Emmanuel Macron, car après lui ce sera nous. 🇫🇷",0.03109552,0.00086307526,0.028832749,0.009357343,0.0055001555,0.0010128163
3997,Communiqué - Marine Le Pen - 20 mars 2023,0.0054662367,0.00048160553,0.0081208795,0.008947432,0.0054613184,0.00068446033
4002,"La motion de censure du groupe Liot (Libertés, Indépendants, Outre-mer et Territoires) n'a finalement pas obtenu le nombre de suffrages suffisants. Sur les 287 voix nécessaires, 278 ont été obtenues.",0.0059688794,0.0003039837,0.008823884,0.008166039,0.0052910005,0.000638213
4017,"🔴 Face à Macron et sa réforme des retraites injuste, le seul bouclier social : C'EST NOUS !

➡️ https://adhesions-rn.fr/",0.10002319,0.0019931793,0.07935401,0.012482914,0.0053617978,0.0036812867
4103,"SaharaReporters.com is an outstanding, groundbreaking news website that encourages citizen journalists to report ongoing corruption and government malfeasance in Africa. Using photos, text, and video dynamically, the site informs and prompts concerned African citizens and activists globally to act,....",0.05205809,0.001449585,0.021546122,0.012380436,0.0074306927,0.03249594
4120,"SaharaReporters.com is an outstanding, groundbreaking news website that encourages citizen journalists to report ongoing corruption and government malfeasance in Africa. Using photos, text, and video dynamically, the site informs and prompts concerned African citizens and activists globally to act,....",0.05205809,0.001449585,0.021546122,0.012380436,0.0074306927,0.03249594
4208,"SaharaReporters.com is an outstanding, groundbreaking news website that encourages citizen journalists to report ongoing corruption and government malfeasance in Africa. Using photos, text, and video dynamically, the site informs and prompts concerned African citizens and activists globally to act,....",0.05205809,0.001449585,0.021546122,0.012380436,0.0074306927,0.03249594
4280,"SaharaReporters.com is an outstanding, groundbreaking news website that encourages citizen journalists to report ongoing corruption and government malfeasance in Africa. Using photos, text, and video dynamically, the site informs and prompts concerned African citizens and activists globally to act,....",0.05205809,0.001449585,0.021546122,0.012380436,0.0074306927,0.03249594
4288,"SaharaReporters.com is an outstanding, groundbreaking news website that encourages citizen journalists to report ongoing corruption and government malfeasance in Africa. Using photos, text, and video dynamically, the site informs and prompts concerned African citizens and activists globally to act,....",0.05205809,0.001449585,0.021546122,0.012380436,0.0074306927,0.03249594
4301,"SaharaReporters.com is an outstanding, groundbreaking news website that encourages citizen journalists to report ongoing corruption and government malfeasance in Africa. Using photos, text, and video dynamically, the site informs and prompts concerned African citizens and activists globally to act,....",0.05205809,0.001449585,0.021546122,0.012380436,0.0074306927,0.03249594
4353,"Lagos Govt. Funding Thuggery Through Deliberate Underfunding Of Education, AA Gubernatorial Candidate, Tope Balogun, Speaks With SaharaTV Of His Plans If Ele...",0.15048122,0.0030899048,0.07745308,0.027137227,0.007883795,0.019776696
4356,"My Government Will Prioritize Tackling Of Unemployment In Lagos - Akinwunmi Braithwaite, NRM Governorship Candidate Speaks With SaharaTV",0.014639461,0.0009584427,0.007816878,0.011663092,0.0072106146,0.0050317086
4362,"Rep. Matt Gaetz's fight to 'END FOREVER WARS!'
",0.029563503,0.0013160706,0.012566907,0.011201942,0.009126588,0.0035887922
4369,"🔴 Contre le braquage du 49-3, nous voulons la DÉMOCRATIE : soutenez le référendum sur l’injuste #RéformeDesRetraites en signant notre pétition 👉🏻 https://rassemblementnational.fr/petition/reforme-des-retraites-non-au-49-3-oui-au-referendum

Rien n’est joué : plus que jamais, mobilisons-nous ! ⤵️",0.018723432,0.0008392334,0.018258847,0.0089303525,0.0055697393,0.0012116798
4418,"Alors que les gendarmes intervenaient pour interpeller un homme, une explosion les a soufflés. Très défavorablement connu des services de la justice, l'homme qu'ils comptait arrêter est mort.",0.025203144,0.0020599365,0.021997316,0.008947432,0.00756015,0.0018776412
4424,"Washington, D.C. – Today, U.S. Congressman Matt Gaetz (FL-01) announced the relocation of his flagship District Office to Crestview, Florida. The Crestview office will occupy part of Northwest Florida State College’s Robert L.F. Sikes Center and is located at 805 East James Lee Boulevard. The fl...",0.018095128,0.0013160706,0.0096028885,0.015523086,0.007922632,0.0045507364
4426,"🔴 Comme le Rassemblement National, 75% des Français sont favorables à un référendum sur la réforme des retraites !

Face à cette réforme injuste et brutale, RIEN n’est fait : signez notre pétition pour exiger un référendum 👉🏻 https://rassemblementnational.fr/petition/referendum-reforme-des-retraites",0.033806015,0.0010442734,0.02982438,0.010108846,0.005331861,0.0018406434
4431,"✍🏻 Accord en CMP sur la #ReformeDesRetraites : demain, le groupe Rassemblement National votera contre et enjoint tous les députés à rejeter ce texte.

Notre communiqué ⤵️",0.0068799187,0.0003027916,0.009944891,0.008362455,0.0053294334,0.0006150894
4445,"🔵⚪️🔴 Avec 40% de bonnes opinions, Marine Le Pen atteint un record absolu de popularité dans le cœur des Français.

Parce que le Rassemblement National s’impose comme un pôle de stabilité et une alternative crédible, rejoignez-nous 👉🏻 https://www.adhesions-rn.fr",0.00719407,0.00042915344,0.009564889,0.008674159,0.0053156787,0.00086944964
4615,Sign Up For Exclusive Episodes At https://timcast.com/Merch - https://timcast.creator-spring.comHosts: Tim @Timcast (everywhere) Ian @IanCrossland (everywher...,0.022374803,0.001964569,0.010096892,0.020168742,0.010214032,0.006696612
4620,"The House Judiciary Committee invited ATF officials to testify on their ""controversial"" pistol brace rule.",0.033334624,0.0010824203,0.014732921,0.0113044195,0.009825659,0.0030338243
4627,"Thursday, during an appearance on FNC's ""Tucker Carlson Tonight,"" Rep. Matt Gaetz (R-FL) discussed his push to eliminate a U.S. troop presence in Syria. | Clips",0.027442247,0.0018119812,0.009982891,0.015557245,0.015256803,0.011025362
4674,"I support Congressman Matt Gaetz's resolution to bring our American troops home from Syria.

There is no legal authority to place our American servicemen and women there.

We cannot engage in another endless war with no clear objectives.",0.039462693,0.001335144,0.013858915,0.009639157,0.009281937,0.01555616
4675,"No one in my district is asking for our military to fight another country’s war in Syria. 

I’m grateful to Congressman Matt Gaetz for introducing H. Con. Res. 21 to remove our troops from Syria and I’m proud to support it.",0.031449065,0.0016498566,0.010438894,0.009852652,0.01101667,0.011987305
4687,U.S. Rep Matt Gaetz's proposal would have required all U.S. troops to be out of Syria within 180 days. More Democrats voted with him than Republicans.,0.026617315,0.0011062622,0.010666896,0.0103821205,0.008259222,0.009471451
4730,"TALLAHASSEE, Fla. -- Florida legislators will be forced to vote on Rep. Matt Gaetz's War Powers Resolution Wednesday that directs President Joe Biden to remove",0.043646812,0.0017547607,0.013212911,0.015591404,0.017846745,0.0073625734
4834,L'Insoumis estime que «le dernier mot» doit «évidemment» revenir «au peuple» sur le projet de réforme de l'exécutif.,0.002450382,8.046627e-05,0.0072658747,0.007914116,0.005201695,0.00030291994
4905,"Après Système U, Carrefour et Intermarché ont annoncé dimanche le lancement d’une liste de produits définie pour lutter contre l’inflation.",0.00024150399,3.799796e-06,0.004897985,0.0075004683,0.0051911767,1.2501229e-05
4964,"Congressman Matt Gaetz is ready for BOLD action.

""We either get this government back on our side, or we defund, and get rid of, abolish the FBI, CDC, ATF, DOJ, every last one of them, if they do not come to heel!""",0.11150667,0.0034332275,0.032799274,0.015728042,0.039256934,0.0063266335
4967,"NATIONAL HARBOR, Maryland — Rep. Matt Gaetz (R-FL) threatened to abolish a slew of federal agencies such as the FBI and the Justice Department, accusing top officials of using their government offices for political aims.",0.029445656,0.0010347366,0.013212911,0.011526455,0.009955117,0.005401687
